tabelog_site,restaurant_name,rating,rating_users,save_users,main_genre,address_region,address_locality,address_street,closest_station,lunch_budget,dinner_budget,review_lunch_budget,review_dinner_budget,award_medals,award_selections,award_kamiawa,genre,transportation,closed_dates,opening_hrs,reservation_status,payment_methods,no_of_seats,official_website,social_account,opening_date,remarks,branches,lat,lng,image,name,price_range,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,prev_rating,prev_rating_users,prev_save_users
https://tabelog.com/tokyo/A1308/A130802/13116753/,MIXX バー＆ラウンジ（ミックスバーアンドラウンジ）,3.48,196,5522,バー,東京都,港区,赤坂1-12-33 ANAインターコンチネンタル東京 36F,六本木一丁目駅,,"￥8,000～￥9,999","￥6,000～￥7,999","￥8,000～￥9,999",,,,バー,"地下鉄銀座線 「溜池山王駅」　13番出口より徒歩1分地下鉄南北線 「溜池山王駅」　13番出口より徒歩1分　　　　　　　　　 「六本木一丁目駅」　3番出口より徒歩2分地下鉄丸の内線 「国会議事堂前駅」より「溜池山王駅」出口をご利用ください地下鉄千代田線 「国会議事堂前駅」は「溜池山王駅」出口をご利用ください地下鉄日比谷線 「神谷町駅」 4番B出口より徒歩10分都営バス 都バス01系統（渋谷～新橋）「赤坂アークヒルズ前」下車、徒歩約1分六本木一丁目駅から404m
六本木一丁目駅から448m",,"月・火・水・木・金・土・日・祝日



17:00 - 01:00
L.O. 料理23:00 ドリンク00:30",予約可,"カード可

（VISA、Master、JCB、AMEX、Diners、UnionPay）



電子マネー不可


QRコード決済可

（PayPay、Alipay、WeChat Pay）",35席,https://anaintercontinental-tokyo.jp/dine/mixx-bar-lounge/,,2010年9月7日,,,35.66828334,139.7411169,https://tblg.k-img.com/restaurant/images/Rvw/327129/640x640_rect_3be67a8121b5776c0669008b4d9c79ce.jpg,MIXX バー＆ラウンジ,"￥8,000～￥9,999",,,,,,,,,,,,,,,,,,,,,,,,,3.48,196,5522
https://tabelog.com/tokyo/A1306/A130603/13240787/,鮨 龍次郎,4.39,781,37322,寿司,東京都,港区,南青山2-11-11 ARISTO南青山 1F,外苑前駅,"￥20,000～￥29,999","￥30,000～￥39,999","￥30,000～￥39,999","￥30,000～￥39,999","The Tabelog Award 2026 Silver 受賞店, The Tabelog Award 2025 Silver 受賞店, The Tabelog Award 2024 Silver 受賞店, The Tabelog Award 2023 Silver 受賞店, The Tabelog Award 2022 Silver 受賞店, The Tabelog Award 2021 Bronze 受賞店","食べログ 寿司 TOKYO 百名店 2025 選出店, 食べログ 寿司 TOKYO 百名店 2022 選出店, 食べログ 寿司 TOKYO 百名店 2021 選出店",,寿司,"東京メトロ銀座線　　青山一丁目駅 徒歩5分 外苑前駅　 徒歩徒歩4分東京メトロ半蔵門線　青山一丁目駅 徒歩5分
外苑前駅から317m",日曜日、祝日,"月



18:00 - 23:30





火・水・木・金・土



12:00 - 14:00


18:00 - 23:30





日・祝日



定休日






■ 営業時間12時、18時、20時30 に一斉スタートの3回転制。",予約可,"カード可

（VISA、Master、JCB、AMEX、Diners）



電子マネー不可


QRコード決済不可","15席

（メインカウンター10席サブカウンター5席）",,,2019年11月1日,瓶コーク提供店,,35.6713052,139.7210935,https://tblg.k-img.com/restaurant/images/Rvw/169000/640x640_rect_5d558d39ea15019c9be50b9d498c3073.jpg,鮨 龍次郎,"￥30,000～￥39,999",,,,,,,,,,,,,,,,,,,,,,,,,4.39,781,37322
https://tabelog.com/tokyo/A1308/A130802/13286648/,Spice and Vegetable 夢民（スパイスアンドベジタブル ムーミン）,3.67,354,12536,カレー,東京都,港区,西新橋2-13-3 西新橋2丁目ビル 1F,虎ノ門ヒルズ駅,"￥1,000～￥1,999","￥1,000～￥1,999","￥1,000～￥1,999","￥1,000～￥1,999",,,,カレー,"虎ノ門駅・虎ノ門ヒルズ駅B4出口 徒歩４分 / 内幸町駅 徒歩7分 / 新橋駅 徒歩9分
虎ノ門ヒルズ駅から374m",日曜日、祝日,"月・火・木



11:00 - 15:00
L.O. 14:30





水・金・土



11:00 - 15:00
L.O. 14:30


18:00 - 21:00
L.O. 20:30





日・祝日



定休日






営業時間が異なる場合がございます。HPまたは各SNSにて最新情報を更新しています。※月曜・火曜・木曜のディナー営業はお休みです。※定休日は日曜・祝日となります。▼年末年始の営業は下記の通りとさせていただきます。・年内営業最終日　12月27日（土）　ランチのみ 11:00～15:00（14:30 L.O.）・年始営業開始日　1月6日（火）～　通常営業",予約可,"カード可

（VISA、Master、JCB、AMEX、Diners）



電子マネー可
（交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay）


QRコード決済可

（PayPay、d払い、楽天ペイ、au PAY）","24席

（カウンター8席、テーブル16席）",https://www.mumin.jp/,"https://www.facebook.com/people/夢民/100091987389909/

https://x.com/mumin__curry?s=20

https://www.instagram.com/mumin_curry/",2023年7月20日,貸切は要相談。お電話ください。席のみ予約をご希望の方は店舗に直接ご連絡ください。（夜のみ・ワンドリンク必須）,,35.66703538,139.7518535,https://tblg.k-img.com/restaurant/images/Rvw/240409/640x640_rect_1a3b184ac2328eae77ee9e8155accfad.jpg,Spice and Vegetable 夢民,"￥1,000～￥1,999",,,,,,,,,,,,,,,,,,,,,,,,,3.67,354,12536
https://tabelog.com/tokyo/A1308/A130802/13168971/,ザ タヴァン グリル＆ラウンジ,3.53,500,12703,ダイニングバー,東京都,港区,虎ノ門1-23-4 虎ノ門ヒルズ アンダーズ 東京 51F,虎ノ門ヒルズ駅,"￥5,000～￥5,999","￥10,000～￥14,999","￥10,000～￥14,999","￥15,000～￥19,999",,,,ダイニングバー、ステーキ,"東京メトロ 日比谷線「虎ノ門ヒルズ駅」地下鉄歩行者通路よりB1出口直結 徒歩 約3分東京メトロ 銀座線「虎ノ門駅」地下鉄歩行者通路よりB1出口直結 徒歩 約5分東京メトロ 千代田線・丸の内線「霞ヶ関駅」A12番出口より 徒歩 約8分都営地下鉄 三田線「内幸町駅」A3番出口より 徒歩 約8分JR 山手線・京浜東北線・東海道本線・横須賀線・総武線「新橋駅」 烏森出口より 徒歩 約11分
虎ノ門ヒルズ駅から158m",,"月・火・水・木・金・土・日・祝日・祝前日・祝後日



06:45 - 11:00
L.O. 10:30


11:30 - 15:00
L.O. 14:30


18:00 - 22:00
L.O. 21:30






※朝食は、現在宿泊者のみご利用となっております。アフタヌーンティー： 12:00-14:00・15:00-17:00 ※L.O. 30分前 ※お席は2部制にてご案内いたします。ラウンジ：11:30-22:30 (L.O.22:00)",予約可,"カード可

（VISA、Master、JCB、AMEX、Diners、UnionPay）



電子マネー可
（交通系電子マネー（Suicaなど））


QRコード決済不可","173席

（ダイニング108席 ラウンジ 65席）",https://restaurants.andaztokyo.jp/jp/thetavern-grill-lounge,"https://www.facebook.com/AndazTokyo/

https://x.com/andaztokyo

https://www.instagram.com/andaztokyo/","このお店はリニューアルしました。※リニューアル前の情報は最新のものとは異なります。
リニューアル前の店舗情報を見る",,,35.66689214,139.7494015,https://tblg.k-img.com/restaurant/images/Rvw/297815/640x640_rect_6bfb50ad694052466580a379f4642c1c.jpg,ザ タヴァン グリル＆ラウンジ,"￥10,000～￥14,999",,,,,,,,,,,,,,,,,,,,,,,,,3.53,500,12703
https://tabelog.com/tokyo/A1302/A130202/13226533/,ブラザーズ 日本橋高島屋店,3.67,951,29395,ハンバーガー,東京都,中央区,日本橋 2-5-1 日本橋高島屋S.C. 新館 7F,日本橋駅,"￥1,000～￥1,999","￥2,000～￥2,999","￥1,000～￥1,999","￥2,000～￥2,999",,"食べログ ハンバーガー 百名店 2024 選出店, 食べログ ハンバーガー 百名店 2022 選出店, 食べログ ハンバーガー 百名店 2021 選出店",,ハンバーガー、カフェ、ダイニングバー,"東京メトロ銀座線 / 日本橋駅 駅直通東京メトロ東西線 / 日本橋駅 駅直通都営浅草線 / 日本橋駅 駅直通JR / 東京駅 徒歩5分東京メトロ半蔵門線 / 三越前駅 徒歩3分
日本橋駅から117m",,"11:00 - 21:30
L.O. 21:00






■ 定休日不定休(日本橋髙島屋S.C.に準ずる)",予約可,"カード可

（VISA、Master、JCB、AMEX、Diners）



電子マネー可
（交通系電子マネー（Suicaなど）、楽天Edy、iD）


QRコード決済可

（PayPay、d払い、楽天ペイ、au PAY）",29席,http://brozers.co.jp/restaurant/nihonbashi.html,"https://www.facebook.com/Brozers-129247453801939/

https://www.instagram.com/brozers_official/",2018年9月25日,RocketNow,tabelog.com/grouplst/G05103/,35.68139958,139.7736947,https://tblg.k-img.com/restaurant/images/Rvw/163867/640x640_rect_11da9447e9ab0f11219b2850e4fbf9f6.jpg,ブラザーズ 日本橋高島屋店,"￥2,000～￥2,999",,,,,,,,,,,,,,,,,,,,,,,,,3.67,951,29395
https://tabelog.com/tokyo/A1301/A130103/13158882/,オールデイダイニング セリーズ,3.48,319,7817,洋食,東京都,港区,東新橋1-9-1 コンラッド東京 28F,汐留駅,"￥4,000～￥4,999","￥6,000～￥7,999","￥6,000～￥7,999","￥8,000～￥9,999",,,,洋食、ビュッフェ、ケーキ,"都営大江戸線・ゆりかもめ線 汐留駅 徒歩1分JR・都営浅草線・東京メトロ銀座線 新橋駅 徒歩7分
汐留駅から113m",,"06:30 - 10:30


11:30 - 22:00
L.O. 21:00






■ 営業時間ブレックファースト：6:30～10:30ランチ・ディナー：11:30～22:00（L.O. 21:00）■定休日なし",予約可,"カード可

（VISA、Master、JCB、AMEX、Diners）



電子マネー不可


QRコード決済不可",36席,https://conrad-tokyo.hiltonjapan.co.jp/restaurants/cerise,"https://www.facebook.com/conradtokyo/

https://x.com/conradtokyo

https://www.instagram.com/conrad_tokyo/",2013年7月29日,※食物アレルギーをお持ちのお客様は、どうぞご遠慮なくレストランマネージャーまでお申し付けください。※ご予約状況およびその他の理由によりご要望に添えない場合がございますので予めご了承ください。※内容は変更になることがございますのでご了承ください。,,35.66302044,139.761238,https://tblg.k-img.com/restaurant/images/Rvw/99210/640x640_rect_99210040.jpg,オールデイダイニング セリーズ,"￥6,000～￥7,999",,,,,,,,,,,,,,,,,,,,,,,,,3.48,319,7817
https://tabelog.com/tokyo/A1311/A131102/13271537/,おいもやさん 興伸 浅草雷門店,3.06,39,1847,焼き芋・大学芋,東京都,台東区,雷門2-18-12,浅草駅（東武・都営・メトロ）,～￥999,,～￥999,,,,,焼き芋・大学芋、和菓子,浅草駅（東武・都営・メトロ）から60m,,"10:00 - 20:00




営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約可,"カード可


電子マネー可
（交通系電子マネー（Suicaなど））


QRコード決済不可",,https://www.oimoyasan.com/,,2022年4月,,tabelog.com/grouplst/G01448/,35.71068114,139.7969523,https://tblg.k-img.com/restaurant/images/Rvw/293522/640x640_rect_ab711d662f061b078150bea8ce013236.jpg,おいもやさん 興伸 浅草雷門店,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,3.06,39,1847
https://tabelog.com/tokyo/A1311/A131102/13038982/,伊太利亜のじぇらぁとや（イタリアノジェラァトヤ）,3.67,768,18562,ジェラート・アイスクリーム,東京都,台東区,浅草1-1-7 中山ビル 1F,浅草駅（東武・都営・メトロ）,～￥999,～￥999,～￥999,～￥999,,食べログ アイス・ジェラート 百名店 2023 選出店,,ジェラート・アイスクリーム,"地下鉄銀座線　浅草駅1番口から　徒歩1分 都営浅草線　浅草駅A5口から　徒歩2分観音通り(かんのんどおり)を入って３０秒ほどで右手に見えてくる。
浅草駅（東武・都営・メトロ）から107m",木曜日,"月・火・水・金・土・日



11:00 - 20:00





木



定休日






毎月２回水曜日お休みします。木曜日祝日の場合は水曜日お休みします。",予約不可,"カード可

（VISA、Master、JCB、AMEX、Diners）



電子マネー可
（交通系電子マネー（Suicaなど）、nanaco、iD、QUICPay）","6席

（基本はテイクアウトです）",http://www.gelatoya.jp,https://www.instagram.com/italianogelatoya_asakusa,1988年,"ドリンク（エスプレッソ　コーヒー　カプチーノ)

RocketNow",,35.71139364,139.7971589,https://tblg.k-img.com/restaurant/images/Rvw/162853/640x640_rect_162853391.jpg,伊太利亜のじぇらぁとや,～￥999,,,,,,,,,,,,,,,,,,,,,,,,,3.67,768,18562
https://tabelog.com/tokyo/A1311/A131102/13277751/,浅草蛸たこ×ころも兄弟,3.44,204,4101,たこ焼き,東京都,台東区,浅草1-32-11 九十一ビル 1F,浅草駅（東武・都営・メトロ）,～￥999,～￥999,～￥999,～￥999,,,,たこ焼き,"東京メトロ銀座線浅草駅から徒歩2分つくばエキスプレス浅草駅から徒歩7～8分
浅草駅（東武・都営・メトロ）から199m",,"月・火・水・木・金・土・日・祝日・祝前日・祝後日



10:30 - 19:00",予約不可,"カード不可


電子マネー不可


QRコード決済不可",70席,,https://www.instagram.com/asakusa_tacotaco_koromo_bro/,2022年10月12日,,,35.71224455,139.7970722,https://tblg.k-img.com/restaurant/images/Rvw/302424/640x640_rect_fccc04548001acea0ef396fbc0a676a2.jpg,浅草蛸たこ×ころも兄弟,～￥999,,,,,,,,,,,,,,,,,,,,,,,,,3.44,204,4101
https://tabelog.com/tokyo/A1311/A131101/13210400/,バル貝○（バルカイマル）,3.07,16,479,居酒屋,東京都,台東区,上野7-2 ファンデス上野 1F,上野駅,,,,,,,,居酒屋,"JR上野駅から徒歩3分
上野駅から166m",,24時間営業,予約可,"カード可

（VISA、Master、JCB、AMEX、Diners）",48席,,,2017年7月26日,,,35.71267259,139.7774469,https://tblg.k-img.com/restaurant/images/Rvw/71143/640x640_rect_71143232.jpg,バル貝○,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,3.07,16,479
https://tabelog.com/tokyo/A1311/A131101/13190479/,自家焙煎 稲荷町珈琲,3.14,30,649,コーヒースタンド,東京都,台東区,東上野5-4-3 ザ・パークハウス上野 104,稲荷町駅,,,～￥999,,,,,コーヒースタンド,"東京メトロ銀座線【稲荷町駅】徒歩２分東京メトロ日比谷線【上野駅】徒歩６分ＪＲ各線【上野駅】徒歩８分
稲荷町駅から84m",水曜日,"月・火・木・金



08:30 - 19:00





土・日・祝日



11:00 - 17:00





水



定休日




営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約不可,"カード可


電子マネー可


QRコード決済可

（PayPay）",（立ち飲みカウンター）,,,,,,35.71206584,139.7828945,https://tblg.k-img.com/restaurant/images/Rvw/175523/640x640_rect_a626d3ca859ccb867cfd53e5bca69121.jpg,自家焙煎 稲荷町珈琲,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,3.14,30,649
https://tabelog.com/tokyo/A1301/A130101/13229271/,千疋屋総本店 松屋銀座店,3.03,18,179,ケーキ,東京都,中央区,銀座3-6-1 松屋銀座 B1F,銀座駅,,,,,,,,ケーキ、スイーツ,銀座駅から205m,,"月・火・水・木・金・土



11:00 - 20:00





日



10:00 - 19:30






【営業時間】[連休最終日］11:00～19:30■ 定休日不定休(松屋銀座に準ずる)


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約不可,"カード可


電子マネー可",,https://www.sembikiya.co.jp/,,2014年4月,,tabelog.com/grouplst/G01263/,35.67194116,139.7664193,https://tblg.k-img.com/restaurant/images/Rvw/297558/640x640_rect_541d4eb0afc6c1f2a98361eb61c5f1d7.jpg,千疋屋総本店 松屋銀座店,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,3.03,18,179
https://tabelog.com/tokyo/A1319/A131905/13127046/,SATOブリアン 本店,4.06,1034,112369,焼肉,東京都,杉並区,阿佐谷南3-44-2 新井ビル　1F,阿佐ケ谷駅,"￥15,000～￥19,999","￥20,000～￥29,999","￥20,000～￥29,999","￥20,000～￥29,999","The Tabelog Award 2026 Bronze 受賞店, The Tabelog Award 2025 Bronze 受賞店, The Tabelog Award 2024 Bronze 受賞店, The Tabelog Award 2023 Bronze 受賞店, The Tabelog Award 2022 Bronze 受賞店, The Tabelog Award 2021 Bronze 受賞店, The Tabelog Award 2020 Bronze 受賞店, The Tabelog Award 2019 Silver 受賞店","食べログ 焼肉 TOKYO 百名店 2025 選出店, 食べログ 焼肉 TOKYO 百名店 2024 選出店, 食べログ 焼肉 TOKYO 百名店 2023 選出店, 食べログ 焼肉 TOKYO 百名店 2022 選出店, 食べログ 焼肉 TOKYO 百名店 2021 選出店, 食べログ 焼肉 TOKYO 百名店 2020 選出店, 食べログ 焼肉 百名店 2019 選出店, 食べログ 焼肉 百名店 2018 選出店",,焼肉,"阿佐ヶ谷駅南口 徒歩2分■ご予約人数とコースSATOブリアン本店は2〜6名様迄、にごう店のご予約は2名～最大8名様迄とさせて頂きます。 【SATOブリアン店長おまかせコース】をご要望にあわせてご用意。
阿佐ケ谷駅から135m",月曜日,"火・水・木・金・土・日・祝日・祝前日・祝後日



14:30 - 22:00





月



定休日",完全予約制,"カード可

（VISA、Master、JCB、AMEX、Diners）



電子マネー不可


QRコード決済不可",24席,https://satobriand.yoyaku.at/,,2011年6月2日,【杉並区阿佐谷南3-34-14　小堀ビル　１Ｆから移転】◆◆◆系列店舗ページ一覧◆◆◆SATOブリアン　にごうhttps://tabelog.com/tokyo/A1319/A131905/13159782/サトブリ　DAhttps://tabelog.com/tokyo/A1319/A131905/13216529/SATOブリアン　さんごうhttps://tabelog.com/tokyo/A1319/A131905/13223460/SATOブリアン　昼ブリhttps://tabelog.com/tokyo/A1319/A131905/13220552/,,35.70463714,139.6342455,https://tblg.k-img.com/restaurant/images/Rvw/72967/320x320_rect_72967282.jpg,SATOブリアン 本店,"￥20,000～￥29,999",,,,,,,,,,,,,,,,,,,,,,,,,4.06,1034,112369
https://tabelog.com/tokyo/A1307/A130701/13043429/,カフェ コキーユ,3.29,123,1094,カフェ,東京都,港区,六本木7-22-2 国立新美術館 1F,乃木坂駅,,,～￥999,～￥999,,,,カフェ、パン、ケーキ,"電車•東京メトロ千代田線乃木坂駅青山霊園方面改札6出口（美術館直結）•都営大江戸線六本木駅7出口から徒歩約4分•東京メトロ日比谷線六本木駅4a出口から徒歩約5分バス•都営バス・渋谷駅発（51番乗場）都01折返東京ミッドタウン前下車徒歩約5分•港区コミュニティバス「ちぃばす」赤坂循環ルート六本木七丁目下車徒歩約5分 
乃木坂駅から202m",火曜日,"月・水・木・日



10:00 - 18:00
L.O. 17:55





金・土



10:00 - 19:00





火



定休日",予約不可,"カード可

（JCB、AMEX、Diners）



電子マネー可


QRコード決済可","160席

（屋内 120席　屋外 40席）",http://www.nact.jp/,,,,,35.66481684,139.7263268,https://tblg.k-img.com/restaurant/images/Rvw/305508/640x640_rect_643856fa5fd6f2bcff5bdd6fb04e2f2a.jpg,カフェ コキーユ,～￥999,,,,,,,,,,,,,,,,,,,,,,,,,3.29,123,1094
https://tabelog.com/tokyo/A1307/A130701/13241173/,伊吹うどん 東京ミッドタウン六本木店,3.49,313,4797,うどん,東京都,港区,赤坂9-7-1 東京ミッドタウン ガレリア B1,六本木駅,～￥999,～￥999,"￥1,000～￥1,999","￥1,000～￥1,999",,,,うどん,六本木駅から313m,,"11:00 - 21:00
L.O. 20:30",予約不可,"カード可

（VISA、Master、JCB、AMEX）



電子マネー可
（交通系電子マネー（Suicaなど）、楽天Edy、iD、QUICPay）


QRコード決済可",,,https://www.instagram.com/ibukiudonmdt/,,,,35.66582222,139.7306762,https://tblg.k-img.com/restaurant/images/Rvw/325313/640x640_rect_e821cafb8202f2adc84ba8f31aa23072.jpg,伊吹うどん 東京ミッドタウン六本木店,～￥999,,,,,,,,,,,,,,,,,,,,,,,,,3.49,313,4797
https://tabelog.com/tokyo/A1307/A130701/13147689/,ラトリエ･デュ･パン（L'Atelier du pain）,3.77,1791,64196,パン,東京都,港区,六本木6-1-12 21六本木ビル 1F,六本木駅,～￥999,～￥999,～￥999,～￥999,,"食べログ パン TOKYO 百名店 2022 選出店, 食べログ パン TOKYO 百名店 2020 選出店, 食べログ パン 百名店 2019 選出店, 食べログ パン 百名店 2018 選出店",,パン、カフェ,"東京メトロ日比谷線／都営大江戸線六本木駅3番出口　徒歩1分
六本木駅から121m",,"月・火・水・木・金



07:30 - 22:00





土・日・祝日



09:00 - 22:00",予約不可,"カード可

（VISA、Master、JCB、AMEX、Diners）



電子マネー可
（交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay）


QRコード決済可

（PayPay）","80席

（併設の「Sakura」でイートインできます。）",http://latelier-du-pain.com/index.html,"https://www.facebook.com/Latelier.du.Pain.roppongi/

https://www.instagram.com/roppongi_wfd",2012年10月1日,"【食の総合ビル 21コミュニティ】当ビルはワインやレストラン2店舗、ベーカリー、スイーツショップを構える食の総合ビルです。系列店① イタリアンレストラン「Sakura」「イタリア直輸入ピッツァ専用石窯で焼いたピザ、朝採れ野菜の色鮮やかなサラダ、新鮮な鮮魚で毎日をおもてなしいたします」https://tabelog.com/tokyo/A1307/A130701/13116221/系列店② 和牛ステーキ懐石 「六花 RIKKA」https://tabelog.com/tokyo/A1307/A130701/13255614/系列店③ 「ワインショップ ソムリエ」 (楽天ショップ・オブ・ザ・イヤー2年連続受賞)https://tabelog.com/tokyo/A1307/A130701/13192074/系列店④ ケーキショップ「パティスリー ココアンジュ」https://tabelog.com/tokyo/A1307/A130701/13162259/■パンとの相性抜群！！　話題の "" マリアージュデリ "" は下記ネットから販売致しています！！　ワインショップ六本木店では、8種類のテリーヌも販売致しています。　ご来店お待ちしています。https://wsommelier.com/category/2123.html-------------------------美味しさを追求し高加水・低温長時間発酵（オーバーナイト法）の生地を遠赤外線効果の高い石窯で焼きあげています。仕込み・成型・焼成まで一括して作るオールスクラッチのお店です。みなさまの健康のため添加物も使用しておりません。くちどけの良さと噛みしめるほど口の中に広がるうま味を感じていただけると思います。----------------------------ラトリエ・デュ・パンのこだわり----------------------------その①小麦パンの味にもっとも影響を及ぼすのは、小麦です。扱いは難しくても味の良い小麦を選びました。小麦の風味を生かすため、可能な限り小麦を玄麦から仕入れ、店内にある石臼で製粉したフレッシュな小麦粉を使います。----------------------------その②天然酵母通常、パンの発酵に使われるイーストの量を極力減らし、自家製の天然酵母を使用。それぞれのパンに適した酵母を使用することで、風味豊かなパンを焼きあげることができます。----------------------------その③高加水・低温長時間発酵ラトリエ・デュ・パンでは、パンによって天然酵母とごく微量のイーストを併用しますが、イーストは、その強い発酵力のため、普通に発酵させてしまうと、生地がパサついてしまったり、イースト臭が残ってしまったりします。そこで、低温でゆっくり時間をかけて発酵させることで、イーストの急な発酵を抑え、生地のパサつきを防ぎ、イースト臭を残すことなく風味豊かなパンを焼きあげることができます。また、通常より多く加えられた水分は、焼き上げた際、クラムに大きな気泡を作り、もっちりとした食感を楽しめます。 ----------------------------その④オールスクラッチ冷凍生地を使用せず、捏ね上げから焼き上げまでをオールスクラッチで行います。小麦の風味を損なわないために、手間と時間は惜しみません！----------------------------その⑤石窯溶岩で組んだ石窯です。窯炉内の蓄熱性が良く、遠赤外線をたくさん放出する石窯で焼かれたパンは、焼き上がりが早く、内側にしっかり水分を保つことができるので、ハード系のパンに適しています。

RocketNow",,35.66232732,139.7315269,https://tblg.k-img.com/restaurant/images/Rvw/278228/320x320_rect_0ccfc4a192459d1844383650d954dcfc.jpg,ラトリエ･デュ･パン,～￥999,,,,,,,,,,,,,,,,,,,,,,,,,3.77,1791,64196
https://tabelog.com/tokyo/A1306/A130602/13264343/,O'denbar うまみ 表参道（オデンバー ウマミ）,3.4,137,9190,居酒屋,東京都,港区,北青山3-6-26 第5SIビル B1F,表参道駅,"￥1,000～￥1,999","￥4,000～￥4,999","￥1,000～￥1,999","￥5,000～￥5,999",,,,居酒屋、海鮮、おでん,"東京メトロ銀座線・半蔵門線・千代田線『表参道』駅 徒歩1分
表参道駅から121m",,"月・火・水・木・金



12:00 - 15:00


17:00 - 23:00
L.O. 料理22:00 ドリンク22:30





土・日・祝日



12:00 - 15:00
L.O. 14:30


17:00 - 23:00
L.O. 料理22:00 ドリンク22:30






■ 定休日不定休",予約可,"カード可

（VISA、Master、JCB、AMEX、Diners、UnionPay）



電子マネー可
（交通系電子マネー（Suicaなど）、iD、QUICPay）


QRコード決済可

（PayPay、d払い、楽天ペイ、au PAY、Alipay、WeChat Pay）","12席

（カウンター5席、テーブル7席）",,https://www.instagram.com/umami_omotesando,2021年10月1日,支払方法、下記も利用可能です。Alipay/Coin+/LINE Pay/WeChatPay(微信支付)/UnionPay/J-Coin Pay/Apple Payお席に限りがあるため、混雑時はランチは1時間制、ディナーは2時間制とさせていただく場合がございます。ただし、ランチタイムにお酒を楽しまれる場合は、お時間制は気にせずごゆっくりお楽しみください。2名様でのご予約の場合、カウンター席またはテーブル席のどちらかとなる可能性がございます。人数の変更は、必ずご来店前にご連絡ください。・コースご予約のお客様お席のご利用は2時間制です。ただし、コースによっては3時間ご利用いただけます。コース料理はご予約のお時間に合わせてスタートいたします。7月と8月はご予約が大変混み合いますので、お早めにご連絡ください。,,35.66457654,139.7113905,https://tblg.k-img.com/restaurant/images/Rvw/258798/640x640_rect_97358d73879169ea99618d7d9faab35b.jpg,O'denbar うまみ 表参道,"￥4,000～￥4,999",,,,,,,,,,,,,,,,,,,,,,,,,3.4,137,9190
https://tabelog.com/tokyo/A1303/A130301/13240143/,お好みたまちゃん 渋谷スクランブルスクエア店,3.39,148,4460,お好み焼き,東京都,渋谷区,渋谷2-24-12 渋谷スクランブルスクエア 13F,渋谷駅,"￥1,000～￥1,999","￥3,000～￥3,999","￥1,000～￥1,999","￥2,000～￥2,999",,,,お好み焼き、鉄板焼き、居酒屋,"JR山手線 渋谷駅より徒歩1分　東急東横線 渋谷駅より徒歩1分
渋谷駅から95m",,"11:00 - 23:00
L.O. 料理22:00 ドリンク22:30






■ 営業時間LUNCH TIME: 11:00〜15:00※ランチメニューは平日限定です■ 定休日不定休 (施設に準ずる)",予約可,"カード可

（VISA、Master、JCB、AMEX）



電子マネー可
（交通系電子マネー（Suicaなど））


QRコード決済不可",62席,,,2019年11月1日,【公式ＨＰ】こちらからご予約可能です。https://www.transit-web.com/content/shops/tamachan/tamachan_shibuya/,,35.65845524,139.7021725,https://tblg.k-img.com/restaurant/images/Rvw/172588/640x640_rect_4dabd3a3572cea4f9740bb3211a5410d.jpg,お好みたまちゃん 渋谷スクランブルスクエア店,"￥3,000～￥3,999",,,,,,,,,,,,,,,,,,,,,,,,,3.39,148,4460
